Gene stable ID	Gene name	Gene description	Gene type	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand
ENSG00000010610	CD4	CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]	protein_coding	12	6786858	6820808	1
ENSG00000010626	LRRC23	leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:HGNC:19138]	protein_coding	12	6873569	6914243	1
ENSG00000010704	HFE	hemochromatosis [Source:HGNC Symbol;Acc:HGNC:4886]	protein_coding	6	26087281	26098343	1
ENSG00000010803	SCMH1	Scm polycomb group protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:19003]	protein_coding	1	41027200	41242154	-1
ENSG00000010810	FYN	FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]	protein_coding	6	111660332	111873452	-1
ENSG00000010818	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4921]	protein_coding	6	142751467	142956698	-1
ENSG00000010932	FMO1	flavin containing monooxygenase 1 [Source:HGNC Symbol;Acc:HGNC:3769]	protein_coding	1	171248471	171285978	1
ENSG00000011007	ELOA	elongin A [Source:HGNC Symbol;Acc:HGNC:11620]	protein_coding	1	23743155	23762059	1
ENSG00000011009	LYPLA2	lysophospholipase II [Source:HGNC Symbol;Acc:HGNC:6738]	protein_coding	1	23790970	23795539	1
ENSG00000011021	CLCN6	chloride voltage-gated channel 6 [Source:HGNC Symbol;Acc:HGNC:2024]	protein_coding	1	11806096	11843144	1
ENSG00000011028	MRC2	mannose receptor C type 2 [Source:HGNC Symbol;Acc:HGNC:16875]	protein_coding	17	62627401	62693597	1
ENSG00000011105	TSPAN9	tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640]	protein_coding	12	3077355	3286564	1
ENSG00000011114	BTBD7	BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18269]	protein_coding	14	93237550	93333092	-1
ENSG00000011132	APBA3	amyloid beta precursor protein binding family A member 3 [Source:HGNC Symbol;Acc:HGNC:580]	protein_coding	19	3750819	3761699	-1
ENSG00000011143	MKS1	Meckel syndrome, type 1 [Source:HGNC Symbol;Acc:HGNC:7121]	protein_coding	17	58205437	58219605	-1
ENSG00000011198	ABHD5	abhydrolase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21396]	protein_coding	3	43690108	43734371	1
ENSG00000011243	AKAP8L	A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]	protein_coding	19	15380048	15419141	-1
ENSG00000011258	MBTD1	mbt domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19866]	protein_coding	17	51177425	51260163	-1
ENSG00000011260	UTP18	UTP18, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24274]	protein_coding	17	51260528	51297936	1
ENSG00000011275	RNF216	ring finger protein 216 [Source:HGNC Symbol;Acc:HGNC:21698]	protein_coding	7	5620047	5781739	-1
ENSG00000011295	TTC19	tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:26006]	protein_coding	17	15999380	16045015	1
ENSG00000011304	PTBP1	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583]	protein_coding	19	797075	812327	1
ENSG00000011347	SYT7	synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]	protein_coding	11	61515313	61581148	-1
ENSG00000011376	LARS2	leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17095]	protein_coding	3	45388506	45549421	1
ENSG00000011405	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8971]	protein_coding	11	17077730	17207983	-1
ENSG00000011422	PLAUR	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]	protein_coding	19	43646095	43670547	-1
ENSG00000011426	ANLN	anillin actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]	protein_coding	7	36389806	36453791	1
ENSG00000011451	WIZ	widely interspaced zinc finger motifs [Source:HGNC Symbol;Acc:HGNC:30917]	protein_coding	19	15419980	15449951	-1
ENSG00000011454	RABGAP1	RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17155]	protein_coding	9	122940833	123104866	1
ENSG00000011465	DCN	decorin [Source:HGNC Symbol;Acc:HGNC:2705]	protein_coding	12	91140484	91183123	-1
ENSG00000011478	QPCTL	glutaminyl-peptide cyclotransferase like [Source:HGNC Symbol;Acc:HGNC:25952]	protein_coding	19	45692483	45703989	1
ENSG00000011485	PPP5C	protein phosphatase 5 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9322]	protein_coding	19	46346994	46392981	1
ENSG00000011523	CEP68	centrosomal protein 68 [Source:HGNC Symbol;Acc:HGNC:29076]	protein_coding	2	65056366	65087004	1
ENSG00000011566	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6865]	protein_coding	2	39249266	39437312	-1
ENSG00000011638	TMEM159	transmembrane protein 159 [Source:HGNC Symbol;Acc:HGNC:30136]	protein_coding	16	21158377	21180616	1
ENSG00000012048	BRCA1	BRCA1, DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1100]	protein_coding	17	43044295	43170245	-1
ENSG00000012061	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3433]	protein_coding	19	45407333	45478828	-1
ENSG00000012171	SEMA3B	semaphorin 3B [Source:HGNC Symbol;Acc:HGNC:10724]	protein_coding	3	50267558	50277546	1
ENSG00000012174	MBTPS2	membrane bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:HGNC:15455]	protein_coding	X	21839636	21885424	1
ENSG00000012211	PRICKLE3	prickle planar cell polarity protein 3 [Source:HGNC Symbol;Acc:HGNC:6645]	protein_coding	X	49175264	49186528	-1
ENSG00000012232	EXTL3	exostosin like glycosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:3518]	protein_coding	8	28600469	28755599	1
ENSG00000012660	ELOVL5	ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:HGNC:21308]	protein_coding	6	53267398	53349179	-1
ENSG00000012817	KDM5D	lysine demethylase 5D [Source:HGNC Symbol;Acc:HGNC:11115]	protein_coding	Y	19703865	19744939	-1
ENSG00000012822	CALCOCO1	calcium binding and coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:29306]	protein_coding	12	53708517	53727745	-1
ENSG00000012963	UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative) [Source:HGNC Symbol;Acc:HGNC:20344]	protein_coding	14	93207056	93229215	1
ENSG00000012983	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6867]	protein_coding	14	50418501	50561126	-1
ENSG00000013016	EHD3	EH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244]	protein_coding	2	31234337	31269447	1
ENSG00000013275	PSMC4	proteasome 26S subunit, ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9551]	protein_coding	19	39971005	39981441	1
ENSG00000013288	MAN2B2	mannosidase alpha class 2B member 2 [Source:HGNC Symbol;Acc:HGNC:29623]	protein_coding	4	6575175	6623362	1
ENSG00000013293	SLC7A14	solute carrier family 7 member 14 [Source:HGNC Symbol;Acc:HGNC:29326]	protein_coding	3	170459584	170586074	-1
ENSG00000013297	CLDN11	claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]	protein_coding	3	170418865	170454733	1
ENSG00000013306	SLC25A39	solute carrier family 25 member 39 [Source:HGNC Symbol;Acc:HGNC:24279]	protein_coding	17	44319625	44324870	-1
ENSG00000013364	MVP	major vault protein [Source:HGNC Symbol;Acc:HGNC:7531]	protein_coding	16	29820394	29848039	1
ENSG00000013374	NUB1	negative regulator of ubiquitin like proteins 1 [Source:HGNC Symbol;Acc:HGNC:17623]	protein_coding	7	151341699	151378449	1
ENSG00000013375	PGM3	phosphoglucomutase 3 [Source:HGNC Symbol;Acc:HGNC:8907]	protein_coding	6	83161150	83193936	-1
ENSG00000013392	RWDD2A	RWD domain containing 2A [Source:HGNC Symbol;Acc:HGNC:21385]	protein_coding	6	83193379	83198932	1
ENSG00000013441	CLK1	CDC like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068]	protein_coding	2	200853009	200864744	-1
ENSG00000013503	POLR3B	RNA polymerase III subunit B [Source:HGNC Symbol;Acc:HGNC:30348]	protein_coding	12	106357658	106510198	1
ENSG00000013523	ANGEL1	angel homolog 1 [Source:HGNC Symbol;Acc:HGNC:19961]	protein_coding	14	76786178	76826246	-1
ENSG00000013561	RNF14	ring finger protein 14 [Source:HGNC Symbol;Acc:HGNC:10058]	protein_coding	5	141958328	141990291	1
ENSG00000013563	DNASE1L1	deoxyribonuclease 1 like 1 [Source:HGNC Symbol;Acc:HGNC:2957]	protein_coding	X	154401238	154412112	-1
ENSG00000013573	DDX11	DEAD/H-box helicase 11 [Source:HGNC Symbol;Acc:HGNC:2736]	protein_coding	12	31073845	31104791	1
ENSG00000013583	HEBP1	heme binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17176]	protein_coding	12	12974864	13000273	-1
ENSG00000013588	GPRC5A	G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]	protein_coding	12	12890782	12917937	1
ENSG00000013619	MAMLD1	mastermind like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:2568]	protein_coding	X	150361422	150514178	1
ENSG00000013810	TACC3	transforming acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:HGNC:11524]	protein_coding	4	1721490	1745176	1
ENSG00000014123	UFL1	UFM1 specific ligase 1 [Source:HGNC Symbol;Acc:HGNC:23039]	protein_coding	6	96521595	96555276	1
ENSG00000014138	POLA2	DNA polymerase alpha 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:30073]	protein_coding	11	65261762	65305589	1
ENSG00000014164	ZC3H3	zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:HGNC:28972]	protein_coding	8	143437655	143541453	-1
ENSG00000014216	CAPN1	calpain 1 [Source:HGNC Symbol;Acc:HGNC:1476]	protein_coding	11	65180566	65212006	1
ENSG00000014641	MDH1	malate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6970]	protein_coding	2	63588609	63607197	1
ENSG00000014824	SLC30A9	solute carrier family 30 member 9 [Source:HGNC Symbol;Acc:HGNC:1329]	protein_coding	4	41990472	42090457	1
ENSG00000014914	MTMR11	myotubularin related protein 11 [Source:HGNC Symbol;Acc:HGNC:24307]	protein_coding	1	149928651	149936869	-1
ENSG00000014919	COX15	COX15, cytochrome c oxidase assembly homolog [Source:HGNC Symbol;Acc:HGNC:2263]	protein_coding	10	99711844	99732100	-1
ENSG00000015153	YAF2	YY1 associated factor 2 [Source:HGNC Symbol;Acc:HGNC:17363]	protein_coding	12	42157104	42238349	-1
ENSG00000015171	ZMYND11	zinc finger MYND-type containing 11 [Source:HGNC Symbol;Acc:HGNC:16966]	protein_coding	10	134465	254637	1
ENSG00000015475	BID	BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]	protein_coding	22	17734138	17774770	-1
ENSG00000015479	MATR3	matrin 3 [Source:HGNC Symbol;Acc:HGNC:6912]	protein_coding	5	139293648	139331677	1
ENSG00000015520	NPC1L1	NPC1 like intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7898]	protein_coding	7	44512535	44541315	-1
ENSG00000015532	XYLT2	xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15517]	protein_coding	17	50346092	50363138	1
ENSG00000015676	NUDCD3	NudC domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22208]	protein_coding	7	44379121	44490880	-1
ENSG00000016391	CHDH	choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288]	protein_coding	3	53812335	53846390	-1
ENSG00000016864	GLT8D1	glycosyltransferase 8 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24870]	protein_coding	3	52694488	52706032	-1
ENSG00000017260	ATP2C1	ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211]	protein_coding	3	130850595	131016712	1
ENSG00000017427	IGF1	insulin like growth factor 1 [Source:HGNC Symbol;Acc:HGNC:5464]	protein_coding	12	102395874	102481744	-1
ENSG00000017483	SLC38A5	solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070]	protein_coding	X	48458537	48470256	-1
ENSG00000017797	RALBP1	ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841]	protein_coding	18	9475009	9538116	1
ENSG00000018189	RUFY3	RUN and FYVE domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30285]	protein_coding	4	70704204	70807315	1
ENSG00000018236	CNTN1	contactin 1 [Source:HGNC Symbol;Acc:HGNC:2171]	protein_coding	12	40692442	41072418	1
ENSG00000018408	WWTR1	WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042]	protein_coding	3	149517235	149736714	-1
ENSG00000018510	AGPS	alkylglycerone phosphate synthase [Source:HGNC Symbol;Acc:HGNC:327]	protein_coding	2	177392644	177559299	1
ENSG00000018610	CXorf56	chromosome X open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:26239]	protein_coding	X	119538149	119565408	-1
ENSG00000018625	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:800]	protein_coding	1	160115759	160143591	1
ENSG00000018699	TTC27	tetratricopeptide repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:25986]	protein_coding	2	32628032	32821051	1
ENSG00000018869	ZNF582	zinc finger protein 582 [Source:HGNC Symbol;Acc:HGNC:26421]	protein_coding	19	56375846	56393545	-1
ENSG00000019144	PHLDB1	pleckstrin homology like domain family B member 1 [Source:HGNC Symbol;Acc:HGNC:23697]	protein_coding	11	118606440	118658038	1
ENSG00000019485	PRDM11	PR/SET domain 11 [Source:HGNC Symbol;Acc:HGNC:13996]	protein_coding	11	45095806	45235110	1
ENSG00000019549	SNAI2	snail family transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:11094]	protein_coding	8	48917604	48921740	-1
ENSG00000019582	CD74	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]	protein_coding	5	150401637	150412929	-1
ENSG00000019991	HGF	hepatocyte growth factor [Source:HGNC Symbol;Acc:HGNC:4893]	protein_coding	7	81699008	81770438	-1
ENSG00000019995	ZRANB1	zinc finger RANBP2-type containing 1 [Source:HGNC Symbol;Acc:HGNC:18224]	protein_coding	10	124942123	124988189	1
ENSG00000020129	NCDN	neurochondrin [Source:HGNC Symbol;Acc:HGNC:17597]	protein_coding	1	35557473	35567274	1
ENSG00000020181	ADGRA2	adhesion G protein-coupled receptor A2 [Source:HGNC Symbol;Acc:HGNC:17849]	protein_coding	8	37784191	37844896	1
ENSG00000020256	ZFP64	ZFP64 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:15940]	protein_coding	20	52051663	52204308	-1
ENSG00000020426	MNAT1	MNAT1, CDK activating kinase assembly factor [Source:HGNC Symbol;Acc:HGNC:7181]	protein_coding	14	60734742	60969953	1
ENSG00000020577	SAMD4A	sterile alpha motif domain containing 4A [Source:HGNC Symbol;Acc:HGNC:23023]	protein_coding	14	54567097	54793315	1
ENSG00000020633	RUNX3	runt related transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473]	protein_coding	1	24899511	24965121	-1
ENSG00000020922	MRE11	MRE11 homolog, double strand break repair nuclease [Source:HGNC Symbol;Acc:HGNC:7230]	protein_coding	11	94415578	94493908	-1
ENSG00000021355	SERPINB1	serpin family B member 1 [Source:HGNC Symbol;Acc:HGNC:3311]	protein_coding	6	2832332	2842006	-1
ENSG00000021574	SPAST	spastin [Source:HGNC Symbol;Acc:HGNC:11233]	protein_coding	2	32063547	32157637	1
ENSG00000021645	NRXN3	neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010]	protein_coding	14	78170373	79868290	1
ENSG00000021762	OSBPL5	oxysterol binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:16392]	protein_coding	11	3087116	3166739	-1
ENSG00000021776	AQR	aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:29513]	protein_coding	15	34851782	34969839	-1
ENSG00000021826	CPS1	carbamoyl-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:2323]	protein_coding	2	210477682	210679107	1
ENSG00000022267	FHL1	four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]	protein_coding	X	136146702	136211359	1
ENSG00000022277	RTF2	replication termination factor 2 [Source:HGNC Symbol;Acc:HGNC:15890]	protein_coding	20	56468585	56519449	1
ENSG00000022567	SLC45A4	solute carrier family 45 member 4 [Source:HGNC Symbol;Acc:HGNC:29196]	protein_coding	8	141207166	141308305	-1
ENSG00000022840	RNF10	ring finger protein 10 [Source:HGNC Symbol;Acc:HGNC:10055]	protein_coding	12	120533480	120577594	1
ENSG00000022976	ZNF839	zinc finger protein 839 [Source:HGNC Symbol;Acc:HGNC:20345]	protein_coding	14	102317377	102342702	1
ENSG00000023041	ZDHHC6	zinc finger DHHC-type containing 6 [Source:HGNC Symbol;Acc:HGNC:19160]	protein_coding	10	112424428	112446917	-1
ENSG00000023171	GRAMD1B	GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]	protein_coding	11	123358428	123627774	1
ENSG00000023191	RNH1	ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]	protein_coding	11	494512	507300	-1
ENSG00000023228	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1 [Source:HGNC Symbol;Acc:HGNC:7707]	protein_coding	2	206114817	206159603	-1
ENSG00000023287	RB1CC1	RB1 inducible coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:15574]	protein_coding	8	52622456	52745843	-1
ENSG00000023318	ERP44	endoplasmic reticulum protein 44 [Source:HGNC Symbol;Acc:HGNC:18311]	protein_coding	9	99979179	100099040	-1
ENSG00000023330	ALAS1	5'-aminolevulinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:396]	protein_coding	3	52198086	52214327	1
ENSG00000023445	BIRC3	baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]	protein_coding	11	102317450	102339403	1
ENSG00000023516	AKAP11	A-kinase anchoring protein 11 [Source:HGNC Symbol;Acc:HGNC:369]	protein_coding	13	42272153	42323267	1
ENSG00000023572	GLRX2	glutaredoxin 2 [Source:HGNC Symbol;Acc:HGNC:16065]	protein_coding	1	193090866	193106114	-1
ENSG00000023608	SNAPC1	small nuclear RNA activating complex polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:11134]	protein_coding	14	61762357	61796428	1
ENSG00000023697	DERA	deoxyribose-phosphate aldolase [Source:HGNC Symbol;Acc:HGNC:24269]	protein_coding	12	15911172	16037282	1
ENSG00000023734	STRAP	serine/threonine kinase receptor associated protein [Source:HGNC Symbol;Acc:HGNC:30796]	protein_coding	12	15882391	15903478	1
ENSG00000023902	PLEKHO1	pleckstrin homology domain containing O1 [Source:HGNC Symbol;Acc:HGNC:24310]	protein_coding	1	150149183	150164720	1
ENSG00000023909	GCLM	glutamate-cysteine ligase modifier subunit [Source:HGNC Symbol;Acc:HGNC:4312]	protein_coding	1	93885205	93909456	-1
ENSG00000024048	UBR2	ubiquitin protein ligase E3 component n-recognin 2 [Source:HGNC Symbol;Acc:HGNC:21289]	protein_coding	6	42564062	42693504	1
ENSG00000024422	EHD2	EH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3243]	protein_coding	19	47713343	47743134	1
ENSG00000024862	CCDC28A	coiled-coil domain containing 28A [Source:HGNC Symbol;Acc:HGNC:21098]	protein_coding	6	138773509	138793319	1
ENSG00000025156	HSF2	heat shock transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:5225]	protein_coding	6	122399546	122433119	1
ENSG00000025293	PHF20	PHD finger protein 20 [Source:HGNC Symbol;Acc:HGNC:16098]	protein_coding	20	35771974	35950381	1
ENSG00000025423	HSD17B6	hydroxysteroid 17-beta dehydrogenase 6 [Source:HGNC Symbol;Acc:HGNC:23316]	protein_coding	12	56752161	56787790	1
ENSG00000025434	NR1H3	nuclear receptor subfamily 1 group H member 3 [Source:HGNC Symbol;Acc:HGNC:7966]	protein_coding	11	47248300	47269032	1
ENSG00000025708	TYMP	thymidine phosphorylase [Source:HGNC Symbol;Acc:HGNC:3148]	protein_coding	22	50525752	50530056	-1
ENSG00000025770	NCAPH2	non-SMC condensin II complex subunit H2 [Source:HGNC Symbol;Acc:HGNC:25071]	protein_coding	22	50508216	50523472	1
ENSG00000025772	TOMM34	translocase of outer mitochondrial membrane 34 [Source:HGNC Symbol;Acc:HGNC:15746]	protein_coding	20	44942130	44960486	-1
ENSG00000025796	SEC63	SEC63 homolog, protein translocation regulator [Source:HGNC Symbol;Acc:HGNC:21082]	protein_coding	6	107867756	107958189	-1
ENSG00000025800	KPNA6	karyopherin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6399]	protein_coding	1	32108038	32176568	1
ENSG00000026025	VIM	vimentin [Source:HGNC Symbol;Acc:HGNC:12692]	protein_coding	10	17228259	17237593	1
ENSG00000026036	RTEL1-TNFRSF6B	RTEL1-TNFRSF6B readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:44095]	protein_coding	20	63659300	63698684	1
ENSG00000026103	FAS	Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920]	protein_coding	10	88990582	89015785	1
ENSG00000026297	RNASET2	ribonuclease T2 [Source:HGNC Symbol;Acc:HGNC:21686]	protein_coding	6	166929504	166957191	-1
ENSG00000026508	CD44	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]	protein_coding	11	35138870	35232402	1
ENSG00000026559	KCNG1	potassium voltage-gated channel modifier subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:6248]	protein_coding	20	51003656	51023129	-1
ENSG00000026652	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885]	protein_coding	6	161129979	161274061	-1
ENSG00000026950	BTN3A1	butyrophilin subfamily 3 member A1 [Source:HGNC Symbol;Acc:HGNC:1138]	protein_coding	6	26402237	26415216	1
ENSG00000027001	MIPEP	mitochondrial intermediate peptidase [Source:HGNC Symbol;Acc:HGNC:7104]	protein_coding	13	23730189	23889419	-1
ENSG00000027075	PRKCH	protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403]	protein_coding	14	61187559	61550976	1
ENSG00000027697	IFNGR1	interferon gamma receptor 1 [Source:HGNC Symbol;Acc:HGNC:5439]	protein_coding	6	137197484	137219449	-1
ENSG00000027847	B4GALT7	beta-1,4-galactosyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:930]	protein_coding	5	177600100	177610347	1
ENSG00000028116	VRK2	vaccinia related kinase 2 [Source:HGNC Symbol;Acc:HGNC:12719]	protein_coding	2	57907651	58159920	1
ENSG00000028137	TNFRSF1B	TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]	protein_coding	1	12167003	12209228	1
ENSG00000028203	VEZT	vezatin, adherens junctions transmembrane protein [Source:HGNC Symbol;Acc:HGNC:18258]	protein_coding	12	95217746	95302790	1
