Gene stable ID	Gene start (bp)	Gene end (bp)	Strand	Gene name	Gene type	Gene description	Chromosome/scaffold name
ENSDARG00000087457	29077509	29088928	1	ecscr	protein_coding	endothelial cell surface expressed chemotaxis and apoptosis regulator [Source:ZFIN;Acc:ZDB-GENE-050411-37]	21
ENSDARG00000034734	36135122	36141486	-1	med6	protein_coding	mediator complex subunit 6 [Source:ZFIN;Acc:ZDB-GENE-040625-61]	13
ENSDARG00000079283	32332616	32349711	1	si:ch211-247j9.1	protein_coding	si:ch211-247j9.1 [Source:ZFIN;Acc:ZDB-GENE-091204-212]	21
ENSDARG00000021913	33708318	33737831	1	ak9	protein_coding	adenylate kinase 9 [Source:ZFIN;Acc:ZDB-GENE-041014-337]	20
ENSDARG00000105120	9444982	9593532	-1	gab2	protein_coding	GRB2-associated binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-130530-756]	15
ENSDARG00000098157	8933639	8934476	-1	CR792416.1	processed_transcript		3
ENSDARG00000102929	45992048	45993499	-1	zgc:101715	protein_coding	zgc:101715 [Source:ZFIN;Acc:ZDB-GENE-040912-59]	7
ENSDARG00000073688	16806473	17015002	1	nav2a	protein_coding	neuron navigator 2a [Source:ZFIN;Acc:ZDB-GENE-120502-3]	7
ENSDARG00000103180	48713222	48713994	1	CU467880.1	antisense		9
ENSDARG00000090814	33561567	33572441	-1	si:dkey-18a10.3	protein_coding	si:dkey-18a10.3 [Source:ZFIN;Acc:ZDB-GENE-091204-174]	10
ENSDARG00000027141	13337507	13353905	-1	ube2l3b	protein_coding	ubiquitin-conjugating enzyme E2L 3b [Source:ZFIN;Acc:ZDB-GENE-030131-662]	5
ENSDARG00000102434	13366773	13413971	1	si:dkey-13m1.2	protein_coding	si:dkey-13m1.2 [Source:ZFIN;Acc:ZDB-GENE-141216-261]	11
ENSDARG00000099967	44553647	44565769	-1	CU929143.1	lincRNA		23
ENSDARG00000095872	6661712	6662906	-1	CR352226.3	processed_transcript		22
ENSDARG00000052142	2174082	2198683	1	acvr1bb	protein_coding	activin A receptor type 1Bb [Source:ZFIN;Acc:ZDB-GENE-131120-9]	6
ENSDARG00000093111	6613020	6690829	1	si:ch211-209l18.2	protein_coding	si:ch211-209l18.2 [Source:ZFIN;Acc:ZDB-GENE-060503-682]	22
ENSDARG00000069758	22656976	22672826	1	si:dkey-189g17.2	protein_coding	si:dkey-189g17.2 [Source:ZFIN;Acc:ZDB-GENE-030131-5562]	9
ENSDARG00000039218	31890001	31893996	-1	gpr101	protein_coding	G protein-coupled receptor 101 [Source:ZFIN;Acc:ZDB-GENE-070914-1]	14
ENSDARG00000010717	15704556	15708626	1	chchd10	protein_coding	coiled-coil-helix-coiled-coil-helix domain containing 10 [Source:ZFIN;Acc:ZDB-GENE-040426-1753]	21
ENSDARG00000020449	3938526	3950673	1	yipf3	protein_coding	Yip1 domain family, member 3 [Source:ZFIN;Acc:ZDB-GENE-030131-6443]	13
ENSDARG00000038792	33326522	33328688	1	klf17	protein_coding	Kruppel-like factor 17 [Source:ZFIN;Acc:ZDB-GENE-010129-1]	2
ENSDARG00000095204	30129771	30131831	1	AL935117.1	processed_transcript		18
ENSDARG00000017163	20176143	20177868	-1	sinup	protein_coding	siaz-interacting nuclear protein [Source:ZFIN;Acc:ZDB-GENE-050913-2]	4
ENSDARG00000044015	19723025	19801821	-1	gfra2b	protein_coding	GDNF family receptor alpha 2b [Source:ZFIN;Acc:ZDB-GENE-091204-26]	10
ENSDARG00000101456	31294019	31306724	-1	acp5b	protein_coding	acid phosphatase 5b, tartrate resistant [Source:ZFIN;Acc:ZDB-GENE-040718-151]	24
ENSDARG00000076801	26566936	26626130	1	arap3	protein_coding	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3 [Source:ZFIN;Acc:ZDB-GENE-091019-1]	14
ENSDARG00000003206	34047413	34185019	1	chchd6a	protein_coding	coiled-coil-helix-coiled-coil-helix domain containing 6a [Source:ZFIN;Acc:ZDB-GENE-040930-2]	23
ENSDARG00000105543	38245927	38247747	1	BX323797.2	lincRNA		7
ENSDARG00000078686	710759	718615	-1	arl8a	protein_coding	ADP-ribosylation factor-like 8A [Source:ZFIN;Acc:ZDB-GENE-030131-5025]	22
ENSDARG00000017835	33368140	33449639	1	brf1a	protein_coding	BRF1, RNA polymerase III transcription initiation factor a [Source:ZFIN;Acc:ZDB-GENE-030131-6334]	13
ENSDARG00000044318	39703232	39727244	-1	itgb7	protein_coding	integrin, beta 7 [Source:ZFIN;Acc:ZDB-GENE-100728-2]	6
ENSDARG00000076025	7784582	7866470	1	dgkzb	protein_coding	diacylglycerol kinase, zeta b [Source:ZFIN;Acc:ZDB-GENE-111104-4]	25
ENSDARG00000009253	14784258	14794741	1	rtraf	protein_coding	RNA transcription, translation and transport factor [Source:ZFIN;Acc:ZDB-GENE-040426-1082]	17
ENSDARG00000062549	23244292	23253870	-1	acmsd	protein_coding	aminocarboxymuconate semialdehyde decarboxylase [Source:ZFIN;Acc:ZDB-GENE-070410-103]	9
ENSDARG00000037262	26127818	26131088	-1	cdkn2a/b	protein_coding	cyclin-dependent kinase inhibitor 2A/B (p15, inhibits CDK4) [Source:ZFIN;Acc:ZDB-GENE-081104-306]	1
ENSDARG00000075855	55730205	55747003	1	adgre10	protein_coding	adhesion G protein-coupled receptor E10 [Source:ZFIN;Acc:ZDB-GENE-090313-152]	1
ENSDARG00000037555	9507291	9522364	-1	atoh8	protein_coding	atonal bHLH transcription factor 8 [Source:ZFIN;Acc:ZDB-GENE-061215-7]	14
ENSDARG00000038976	13684012	13737618	1	pdcd7	protein_coding	programmed cell death 7 [Source:ZFIN;Acc:ZDB-GENE-040728-3]	7
ENSDARG00000039349	30215765	30225311	1	qrfpra	protein_coding	pyroglutamylated RFamide peptide receptor a [Source:ZFIN;Acc:ZDB-GENE-090313-105]	13
ENSDARG00000036588	47155424	47161996	-1	mhc1zba	protein_coding	major histocompatibility complex class I ZBA [Source:ZFIN;Acc:ZDB-GENE-040426-2149]	1
ENSDARG00000098257	41125358	41546779	-1	pcdh15a	protein_coding	protocadherin-related 15a [Source:ZFIN;Acc:ZDB-GENE-030616-3]	13
ENSDARG00000059351	1692926	1703801	-1	hnrnpa3	protein_coding	heterogeneous nuclear ribonucleoprotein A3 [Source:ZFIN;Acc:ZDB-GENE-060224-1]	9
ENSDARG00000105553	40866815	40884705	-1	CU041319.2	antisense		7
ENSDARG00000078717	28383758	28512860	1	itga8	protein_coding	integrin, alpha 8 [Source:ZFIN;Acc:ZDB-GENE-080220-48]	16
ENSDARG00000024219	4647784	4695583	-1	cdk5rap2	protein_coding	CDK5 regulatory subunit associated protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-6392]	21
ENSDARG00000102612	35809081	35960987	-1	slc15a4	protein_coding	solute carrier family 15 (oligopeptide transporter), member 4 [Source:ZFIN;Acc:ZDB-GENE-040426-1047]	8
ENSDARG00000075818	42545757	42594484	-1	dok2	protein_coding	docking protein 2 [Source:ZFIN;Acc:ZDB-GENE-080721-4]	8
ENSDARG00000063006	9840771	9882821	-1	cacng7a	protein_coding	calcium channel, voltage-dependent, gamma subunit 7a [Source:ZFIN;Acc:ZDB-GENE-060503-814]	19
ENSDARG00000097115	30140099	30205302	-1	si:dkey-27l15.1	protein_coding	si:dkey-27l15.1 [Source:ZFIN;Acc:ZDB-GENE-131121-472]	17
ENSDARG00000055560	34884933	34885902	-1	p2ry8	protein_coding	P2Y receptor family member 8 [Source:ZFIN;Acc:ZDB-GENE-070912-447]	9
ENSDARG00000099099	76838989	76891899	1	CABZ01015815.1	lincRNA		4
ENSDARG00000024771	5213338	5227420	1	slc24a5	protein_coding	solute carrier family 24 (sodium/potassium/calcium exchanger), member 5 [Source:ZFIN;Acc:ZDB-GENE-031210-1]	18
ENSDARG00000052846	40504910	40510399	-1	fsta	protein_coding	follistatin a [Source:ZFIN;Acc:ZDB-GENE-990714-11]	5
ENSDARG00000092855	9896368	10004186	1	SRBD1	protein_coding	si:ch211-117n7.8 [Source:ZFIN;Acc:ZDB-GENE-060503-663]	13
ENSDARG00000014024	76752707	76762432	1	ms4a17a.4	protein_coding	membrane-spanning 4-domains, subfamily A, member 17A.4 [Source:ZFIN;Acc:ZDB-GENE-070822-16]	4
ENSDARG00000100531	53429228	53435711	1	abhd14b	protein_coding	abhydrolase domain containing 14B [Source:ZFIN;Acc:ZDB-GENE-040426-1342]	6
ENSDARG00000101319	2289254	2299002	-1	si:ch73-299h12.6	protein_coding	si:ch73-299h12.6 [Source:ZFIN;Acc:ZDB-GENE-081031-44]	21
ENSDARG00000055445	19499157	19511206	1	slc22a15	protein_coding	solute carrier family 22, member 15 [Source:ZFIN;Acc:ZDB-GENE-070928-5]	17
ENSDARG00000089750	16919411	16923162	-1	si:dkey-26g8.5	protein_coding	si:dkey-26g8.5 [Source:ZFIN;Acc:ZDB-GENE-121214-19]	12
ENSDARG00000078529	92570	103289	-1	adgrb1b	protein_coding	adhesion G protein-coupled receptor B1b [Source:ZFIN;Acc:ZDB-GENE-081031-45]	19
ENSDARG00000094550	30497494	30499478	1	BX649490.2	processed_transcript		22
ENSDARG00000091169	9894143	9948497	-1	tor4ab	protein_coding	torsin family 4, member Ab [Source:ZFIN;Acc:ZDB-GENE-070705-135]	5
ENSDARG00000052010	44965773	44970994	-1	ciao2b	protein_coding	cytosolic iron-sulfur assembly component 2B [Source:ZFIN;Acc:ZDB-GENE-040718-148]	7
ENSDARG00000098075	13939750	13950231	-1	sh3bgrl3	protein_coding	SH3 domain binding glutamate-rich protein like 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1059]	19
ENSDARG00000093164	24673168	24683002	1	si:rp71-23d18.8	protein_coding	si:rp71-23d18.8 [Source:ZFIN;Acc:ZDB-GENE-050208-521]	22
ENSDARG00000093780	20960069	20978248	-1	BX548078.1	unprocessed_pseudogene		15
ENSDARG00000069595	45707219	45744854	1	si:ch211-214c7.4	protein_coding	si:ch211-214c7.4 [Source:ZFIN;Acc:ZDB-GENE-030131-6275]	1
ENSDARG00000093621	8688678	8697787	1	si:dkey-27b3.4	protein_coding	si:dkey-27b3.4 [Source:ZFIN;Acc:ZDB-GENE-091204-131]	10
ENSDARG00000045070	26434478	26461744	1	itgb3b	protein_coding	integrin beta 3b [Source:ZFIN;Acc:ZDB-GENE-071207-2]	12
ENSDARG00000055901	27734872	27749172	-1	steap4	protein_coding	STEAP family member 4 [Source:ZFIN;Acc:ZDB-GENE-070424-244]	16
ENSDARG00000093608	27396989	27400630	-1	ccl34b.1	protein_coding	chemokine (C-C motif) ligand 34b, duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-091204-276]	24
ENSDARG00000023111	42688488	42702884	-1	plg	protein_coding	plasminogen [Source:ZFIN;Acc:ZDB-GENE-030131-1411]	20
ENSDARG00000020197	10687276	10703621	-1	rpl5a	protein_coding	ribosomal protein L5a [Source:ZFIN;Acc:ZDB-GENE-030131-5161]	2
ENSDARG00000040930	14588141	14675907	1	deptor	protein_coding	DEP domain containing MTOR-interacting protein [Source:ZFIN;Acc:ZDB-GENE-061013-453]	16
ENSDARG00000099685	4837915	4851181	1	gnb5a	protein_coding	guanine nucleotide binding protein (G protein), beta 5a [Source:ZFIN;Acc:ZDB-GENE-070112-342]	25
ENSDARG00000051729	36219436	36248053	-1	nfatc3b	protein_coding	nuclear factor of activated T cells 3b [Source:ZFIN;Acc:ZDB-GENE-100922-25]	25
ENSDARG00000098514	42403742	42408339	-1	si:ch211-59d8.3	protein_coding	si:ch211-59d8.3 [Source:ZFIN;Acc:ZDB-GENE-120709-11]	4
ENSDARG00000077778	19157879	19227802	1	adamts9	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif, 9 [Source:ZFIN;Acc:ZDB-GENE-070814-6]	11
ENSDARG00000057227	23875382	23895839	-1	si:dkey-222b8.4	protein_coding	si:dkey-222b8.4 [Source:ZFIN;Acc:ZDB-GENE-060503-438]	19
ENSDARG00000092014	40754580	40808436	1	BX294129.1	lincRNA		13
ENSDARG00000043431	57347888	57365052	1	b3gntl1	protein_coding	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1 [Source:ZFIN;Acc:ZDB-GENE-050913-133]	1
ENSDARG00000029905	4508959	4525080	1	phyhd1	protein_coding	phytanoyl-CoA dioxygenase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-041114-159]	21
ENSDARG00000077082	16040517	16064291	1	agtrap	protein_coding	angiotensin II receptor-associated protein [Source:ZFIN;Acc:ZDB-GENE-050309-11]	11
ENSDARG00000077581	8778490	8842472	1	zzz3	protein_coding	zinc finger, ZZ-type containing 3 [Source:ZFIN;Acc:ZDB-GENE-030131-6450]	2
ENSDARG00000018593	31868268	31882618	1	parp16	protein_coding	poly (ADP-ribose) polymerase family, member 16 [Source:ZFIN;Acc:ZDB-GENE-040426-2289]	25
ENSDARG00000079455	32521469	32693950	1	nlgn4xa	protein_coding	neuroligin 4 X-linked a [Source:ZFIN;Acc:ZDB-GENE-100309-2]	1
ENSDARG00000071648	6342781	6362472	-1	zgc:113298	protein_coding	zgc:113298 [Source:ZFIN;Acc:ZDB-GENE-050522-40]	22
ENSDARG00000095337	4493556	4494895	1	CR318646.3	unprocessed_pseudogene		7
ENSDARG00000097225	24842662	24873020	1	si:dkey-79d12.6	protein_coding	si:dkey-79d12.6 [Source:ZFIN;Acc:ZDB-GENE-131127-253]	16
ENSDARG00000097063	26543690	26552971	1	sparcl2	protein_coding	SPARC-like 2 [Source:ZFIN;Acc:ZDB-GENE-131127-575]	17
ENSDARG00000094616	8390737	8393808	1	zgc:113984	protein_coding	zgc:113984 [Source:ZFIN;Acc:ZDB-GENE-050626-82]	9
ENSDARG00000002509	35974362	35976986	-1	zgc:153911	protein_coding	zgc:153911 [Source:ZFIN;Acc:ZDB-GENE-061013-174]	13
ENSDARG00000027826	32341484	32385665	1	pudp	protein_coding	pseudouridine 5'-phosphatase [Source:ZFIN;Acc:ZDB-GENE-050522-36]	1
ENSDARG00000010408	4856440	4892913	-1	igsf9b	protein_coding	immunoglobulin superfamily, member 9b [Source:ZFIN;Acc:ZDB-GENE-060810-28]	8
ENSDARG00000054031	26071869	26096572	1	mxd4	protein_coding	MAX dimerization protein 4 [Source:ZFIN;Acc:ZDB-GENE-050208-44]	1
ENSDARG00000062987	16739160	16872600	-1	tyw1	protein_coding	tRNA-yW synthesizing protein 1 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-060929-688]	15
ENSDARG00000004296	10801564	10824286	1	ambp	protein_coding	alpha-1-microglobulin/bikunin precursor [Source:ZFIN;Acc:ZDB-GENE-040426-1608]	10
ENSDARG00000039880	7653902	7663608	-1	arpp19b	protein_coding	cAMP-regulated phosphoprotein 19b [Source:ZFIN;Acc:ZDB-GENE-040426-930]	25
ENSDARG00000035860	24507597	24509698	1	rps28	protein_coding	ribosomal protein S28 [Source:ZFIN;Acc:ZDB-GENE-030131-2022]	2
ENSDARG00000041078	21122818	21145374	1	chka	protein_coding	choline kinase alpha [Source:ZFIN;Acc:ZDB-GENE-050208-149]	18
ENSDARG00000023298	8743260	8748571	-1	rps27.1	protein_coding	ribosomal protein S27, isoform 1 [Source:ZFIN;Acc:ZDB-GENE-050522-549]	19
ENSDARG00000104332	53199763	53212294	1	cdh28	protein_coding	cadherin 28 [Source:ZFIN;Acc:ZDB-GENE-081104-9]	7
ENSDARG00000075112	43801957	43892349	-1	tacr3a	protein_coding	tachykinin receptor 3a [Source:ZFIN;Acc:ZDB-GENE-090312-106]	1
ENSDARG00000002219	23233956	23270576	-1	si:dkey-103j14.5	protein_coding	si:dkey-103j14.5 [Source:ZFIN;Acc:ZDB-GENE-090313-170]	13
ENSDARG00000098889	1079423	1084174	1	si:zfos-128g4.2	protein_coding	si:zfos-128g4.2 [Source:ZFIN;Acc:ZDB-GENE-141212-308]	5
ENSDARG00000079391	1821637	1824836	-1	mrpl42	protein_coding	mitochondrial ribosomal protein L42 [Source:ZFIN;Acc:ZDB-GENE-101014-1]	4
ENSDARG00000074306	16691584	16694092	-1	ctslb	protein_coding	cathepsin Lb [Source:ZFIN;Acc:ZDB-GENE-980526-285]	12
ENSDARG00000093010	33074680	33082181	1	BX511259.1	processed_transcript		9
ENSDARG00000096588	55563532	55574266	1	adgre15	protein_coding	adhesion G protein-coupled receptor E15 [Source:ZFIN;Acc:ZDB-GENE-121214-33]	1
ENSDARG00000105603	16348739	16349432	-1	BX957276.1	processed_transcript		7
ENSDARG00000093645	14533842	14536411	-1	BX294113.2	processed_transcript		24
ENSDARG00000040021	39185103	39195318	-1	ebag9	protein_coding	estrogen receptor binding site associated, antigen, 9 [Source:ZFIN;Acc:ZDB-GENE-040426-1093]	16
ENSDARG00000036893	8267985	8344243	-1	f13a1b	protein_coding	coagulation factor XIII, A1 polypeptide b [Source:ZFIN;Acc:ZDB-GENE-030131-9634]	7
ENSDARG00000013266	36516695	36529449	-1	colec11	protein_coding	collectin sub-family member 11 [Source:ZFIN;Acc:ZDB-GENE-041114-11]	17
ENSDARG00000042937	17618015	17650223	-1	si:dkey-256e7.5	protein_coding	si:dkey-256e7.5 [Source:ZFIN;Acc:ZDB-GENE-090313-282]	1
ENSDARG00000111173	15510884	15512819	-1	si:dkeyp-67e1.2	protein_coding	si:dkeyp-67e1.2 [Source:ZFIN;Acc:ZDB-GENE-061207-83]	25
ENSDARG00000094473	21406769	21416472	1	si:dkey-163f12.6	protein_coding	si:dkey-163f12.6 [Source:ZFIN;Acc:ZDB-GENE-041210-350]	8
ENSDARG00000071377	19552987	19562455	1	hsd11b1la	protein_coding	hydroxysteroid (11-beta) dehydrogenase 1-like a [Source:ZFIN;Acc:ZDB-GENE-040426-1002]	22
ENSDARG00000025671	25634041	25679721	1	grm6b	protein_coding	glutamate receptor, metabotropic 6b [Source:ZFIN;Acc:ZDB-GENE-021120-2]	11
ENSDARG00000092630	18911697	18914941	1	CR954294.1	processed_transcript		9
ENSDARG00000035018	29794058	29803293	1	thy1	protein_coding	Thy-1 cell surface antigen [Source:ZFIN;Acc:ZDB-GENE-030131-8561]	5
ENSDARG00000039173	16617138	16619757	-1	ctslb	protein_coding	cathepsin Lb [Source:ZFIN;Acc:ZDB-GENE-980526-285]	12
ENSDARG00000037196	8168272	8385702	1	arid5b	protein_coding	AT-rich interaction domain 5B [Source:ZFIN;Acc:ZDB-GENE-121214-272]	12
ENSDARG00000032264	1551603	1574656	1	mybl2b	protein_coding	v-myb avian myeloblastosis viral oncogene homolog-like 2b [Source:ZFIN;Acc:ZDB-GENE-041007-1]	11
ENSDARG00000025325	53954230	53963933	1	ccsapa	protein_coding	centriole, cilia and spindle-associated protein a [Source:ZFIN;Acc:ZDB-GENE-111116-1]	1
ENSDARG00000097542	47828719	47831416	1	CU633855.1	lincRNA		15
ENSDARG00000054184	16205609	16214891	-1	btr06	protein_coding	bloodthirsty-related gene family, member 6 [Source:ZFIN;Acc:ZDB-GENE-080516-2]	7
ENSDARG00000056331	24971890	25011157	-1	ahcyl1	protein_coding	adenosylhomocysteinase-like 1 [Source:ZFIN;Acc:ZDB-GENE-021206-7]	8
ENSDARG00000102080	19334365	19341186	-1	mif4gda	protein_coding	MIF4G domain containing a [Source:ZFIN;Acc:ZDB-GENE-040426-1382]	6
ENSDARG00000069888	2655566	2657508	-1	cldna	protein_coding	claudin a [Source:ZFIN;Acc:ZDB-GENE-010328-1]	15
ENSDARG00000038363	4707173	4733221	-1	drd4a	protein_coding	dopamine receptor D4a [Source:ZFIN;Acc:ZDB-GENE-070112-996]	25
ENSDARG00000010472	44203075	44255537	-1	atp1a2a	protein_coding	ATPase Na+/K+ transporting subunit alpha 2 [Source:ZFIN;Acc:ZDB-GENE-001212-6]	2
ENSDARG00000040643	36673686	36680261	-1	ccr10	protein_coding	chemokine (C-C motif) receptor 10 [Source:ZFIN;Acc:ZDB-GENE-040718-424]	24
ENSDARG00000075673	12302527	12406641	1	arhgap21b	protein_coding	Rho GTPase activating protein 21b [Source:ZFIN;Acc:ZDB-GENE-030131-4944]	2
ENSDARG00000017422	6219551	6239216	1	apmap	protein_coding	adipocyte plasma membrane associated protein [Source:ZFIN;Acc:ZDB-GENE-020919-1]	13
ENSDARG00000095804	944232	973770	1	CT027631.1	antisense		8
ENSDARG00000077318	17136749	17139114	-1	CR376737.1	processed_pseudogene		24
ENSDARG00000097032	8955530	8963927	1	si:ch211-256a21.4	protein_coding	si:ch211-256a21.4 [Source:ZFIN;Acc:ZDB-GENE-131121-329]	25
ENSDARG00000092535	19101679	19103964	1	si:dkey-242h9.5	protein_coding	si:dkey-242h9.5 [Source:ZFIN;Acc:ZDB-GENE-060503-535]	18
ENSDARG00000096638	18565758	18569419	-1	BX510992.2	sense_intronic		20
ENSDARG00000063390	6606197	6774871	-1	pvrl2l	protein_coding	poliovirus receptor-related 2 like [Source:ZFIN;Acc:ZDB-GENE-060503-249]	19
ENSDARG00000026403	24394023	24416471	-1	hephl1b	protein_coding	hephaestin-like 1b [Source:ZFIN;Acc:ZDB-GENE-091204-388]	10
ENSDARG00000062108	17121986	17162843	-1	iffo1b	protein_coding	intermediate filament family orphan 1b [Source:ZFIN;Acc:ZDB-GENE-050208-308]	16
ENSDARG00000076830	41826958	41845116	-1	si:dkey-65b12.6	protein_coding	si:dkey-65b12.6 [Source:ZFIN;Acc:ZDB-GENE-060526-329]	5
ENSDARG00000042726	36414829	36442590	1	grb7	protein_coding	growth factor receptor bound protein 7 [Source:ZFIN;Acc:ZDB-GENE-091118-23]	24
ENSDARG00000075030	31190155	31202851	1	stx10	protein_coding	syntaxin 10 [Source:ZFIN;Acc:ZDB-GENE-041111-53]	11
ENSDARG00000103155	48460873	48573510	1	ext1a	protein_coding	exostosin glycosyltransferase 1a [Source:ZFIN;Acc:ZDB-GENE-050211-3]	16
ENSDARG00000019235	11311315	11368490	1	sema3aa	protein_coding	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3Aa [Source:ZFIN;Acc:ZDB-GENE-991209-3]	4
ENSDARG00000075952	998296	1047504	-1	mbd2	protein_coding	methyl-CpG binding domain protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-9049]	5
ENSDARG00000055472	26931710	26978793	-1	nubp1	protein_coding	nucleotide binding protein 1 (MinD homolog, E. coli) [Source:ZFIN;Acc:ZDB-GENE-050417-471]	3
ENSDARG00000088293	60919378	61329656	1	doc2b	protein_coding	double C2-like domains, beta [Source:ZFIN;Acc:ZDB-GENE-090615-1]	5
ENSDARG00000101050	45199369	45216684	-1	tmc8	protein_coding	transmembrane channel-like 8 [Source:ZFIN;Acc:ZDB-GENE-081114-2]	11
ENSDARG00000097953	31266192	31271786	-1	BX469902.1	lincRNA	uncharacterized LOC108191330 [Source:NCBI gene;Acc:108191330]	9
ENSDARG00000030867	25858224	25874426	-1	opn7c	protein_coding	opsin 7, group member c [Source:ZFIN;Acc:ZDB-GENE-060526-333]	8
ENSDARG00000053383	4609746	4610777	1	rprma	protein_coding	reprimo, TP53 dependent G2 arrest mediator candidate a [Source:ZFIN;Acc:ZDB-GENE-050522-218]	9
ENSDARG00000056921	22014029	22024954	1	ankk1	protein_coding	ankyrin repeat and kinase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-071015-4]	15
ENSDARG00000042057	34388425	34399442	1	trmt1l	protein_coding	tRNA methyltransferase 1-like [Source:ZFIN;Acc:ZDB-GENE-041014-189]	20
ENSDARG00000105459	6344680	6345507	-1	CU457819.5	protein_coding	Histone H3.2  [Source:UniProtKB/Swiss-Prot;Acc:Q4QRF4]	7
ENSDARG00000100906	5975194	5975991	1	hist1h2a11	protein_coding	histone cluster 1 H2A family member 11 [Source:ZFIN;Acc:ZDB-GENE-081205-1]	7
ENSDARG00000088764	2637478	2650375	-1	lyplal1	protein_coding	lysophospholipase like 1 [Source:ZFIN;Acc:ZDB-GENE-050306-32]	16
ENSDARG00000033754	40177246	40182642	1	rbm48	protein_coding	RNA binding motif protein 48 [Source:ZFIN;Acc:ZDB-GENE-060328-1]	19
ENSDARG00000002184	36530836	36537975	1	igbp1	protein_coding	immunoglobulin (CD79A) binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2928]	5
ENSDARG00000093450	19494996	19496507	1	si:dkey-78l4.10	protein_coding	si:dkey-78l4.10 [Source:ZFIN;Acc:ZDB-GENE-060503-175]	22
ENSDARG00000015681	11242443	11292148	1	gsk3ab	protein_coding	glycogen synthase kinase 3 alpha b [Source:ZFIN;Acc:ZDB-GENE-990714-3]	16
ENSDARG00000092078	20699481	20704523	-1	AL954134.1	processed_transcript	uncharacterized LOC101882305 [Source:NCBI gene;Acc:101882305]	2
ENSDARG00000105359	6467050	6467510	-1	FP325123.1	protein_coding	Histone H3.2  [Source:UniProtKB/Swiss-Prot;Acc:Q4QRF4]	7
ENSDARG00000079665	12104389	12243213	-1	gpr158b	protein_coding	G protein-coupled receptor 158b [Source:ZFIN;Acc:ZDB-GENE-130530-875]	2
ENSDARG00000021702	26046148	26071535	-1	pdcd4a	protein_coding	programmed cell death 4a [Source:ZFIN;Acc:ZDB-GENE-040426-1920]	1
ENSDARG00000096968	31502082	31502925	-1	BX004812.1	lincRNA		25
ENSDARG00000070846	5880562	5925517	1	dazap1	protein_coding	DAZ associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-070212-1]	11
